index,Classify_1,Classify_2,ko,en
0264070293,기초과학,생명과학,식약처에 따르면 2019년 국내 의약품 생산액은 총 22조 3132억 원으로 2018년 대비 5.7% 증가했다.,"In 2019, domestic pharmaceutical production reached 22,313.2 billion won, up 5.7% over 2018, according to the Ministry of Food and Drug Safety."
0264070293,기초과학,생명과학,바이오산업의 성장은 우리만이 아니라 이미 세계적 차원에서 이루어지고 있다.,"The bio industry is already expanding globally, not only here."
0264070293,기초과학,생명과학,세계 의약품 시장 규모는 2017년 기준 1425조 원으로 자동차와 반도체를 합친 것보다 많다.,"As of 2017, the size of the global pharmaceutical market was 1425 trillion won, which is more than the markets for semiconductors and cars put together."
0264070293,기초과학,생명과학,물론 글로벌 의약품 시장을 바라볼 때 아직까지 K바이오가 갖고 있는 한계점도 있다.,"Of fact, K-bio still has limits when examining the world's pharmaceutical business."
0264070293,기초과학,생명과학,합성의약품 대비 바이오의약품 시장이 차지하는 비중이 확연히 적다는 점이다.,"In comparison to synthetic medicine, the market share for biopharmaceuticals is significantly smaller."
0264070293,기초과학,생명과학,이는 부가가치가 높고 안전하고 치료 효과가 탁월해 활용이 많은 바이오의약품 분야에 대한 연구가 상대적으로 부족하다는 것을 뜻한다.,"This indicates that despite the fact that biopharmaceuticals have a high added value, are safe, and have excellent therapeutic effects, there is still a dearth of research in this area."
0264070293,기초과학,생명과학,"실제 국내 바이오의약품 생산액은 2016년에 2조 79억 원으로 처음으로 2조 원을 넘긴 뒤 2조 6015억, 2조 6113억에 이어 2019년에는 2조 5377억 원으로 수년째 2조 원대에 머무르고 있다.","In fact, domestic biopharmaceutical output reached 2.79 trillion won in 2016, surpassing 2 trillion won for the first time, and continued to rise in the following years to 2.601.5 trillion won, 2.611.3 trillion won, and 2.537.7 trillion won. For several years, it has remained at 2 trillion won."
0264070293,기초과학,생명과학,이밸류에이트파마에 따르면 2016년 2020억 달러였던 세계 바이오의약품 시장 규모는 지난 5년간 연평균 9% 성장했다.,Evaluate Pharma estimates that the $20 billion worldwide biopharmaceutical market has increased at a rate of 9% from 2016 to 2020.
0264070293,기초과학,생명과학,이로 인해 의약품 시장에서 바이오의약품 매출이 차지하는 비중도 2016년 25%에서 2022년에는 30%로 예상되고 있다.,"Because of this, it is anticipated that the share of biopharmaceutical sales in the pharmaceutical market will increase from 25% in 2016 to 30% in 2022."
0264070293,기초과학,생명과학,"상대적으로 열세에 있는 바이오의약품 분야와 달리 K바이오는 전 세계 바이오 시장에서 바이오시밀러와 CMO, 줄기세포 치료제 분야에서 선두권을 형성하고 있다.","In contrast to the biopharmaceutical industry, which is often inferior, K-bio is dominating the global bio market in terms of biosimilars, CMOs, and stem cell therapy."
0264070293,기초과학,생명과학,"셀트리온, 삼성바이오에피스로 대표되는 바이오시밀러는 제조 기술 및 출시 제품 등에서 글로벌 ‘빅3’에 들어간다.","Biosimilars, represented by Celltrion and Samsung Bioepis, will enter the global Big 3 in terms of production technology and commercially available goods."
0264070293,기초과학,생명과학,"삼성바이오로직스는 CMO 생산능력 규모로 세계 최고 수준이고, 줄기세포 치료제는 이미 오래전에 가장 많은 품목을 출시한 상태다.","The highest CMO manufacturing capacity in the world is held by Samsung Biologics, and stem cell therapy has long since produced the most products."
0264070293,기초과학,생명과학,무엇보다도 우수한 이공계 인력들이 바이오 분야에 진출하고 있다는 점이 K바이오에 대한 긍정적인 미래 전망을 뒷받침한다.,"Above all, a bright future for K-bio is supported by the fact that exceptional people resources in research and engineering are entering the bio field."
0264070293,기초과학,생명과학,이미 국내 바이오 벤처기업의 숫자는 미국에 이어 세계 2위 규모다.,"Korea already has the second-highest concentration of bio venture firms worldwide, behind the United States."
0264070293,기초과학,생명과학,"연구진의 실력과 열정, 근면성과 함께 각종 자금 제공과 정책 지원 등이 뒷받침되어서 K바이오에 대한 기대는 점점 높아지고 있다.","Thanks to the researchers' aptitude, zeal, and diligence as well as diverse financing and governmental support, expectations for K-bio are rising steadily."
0264070293,기초과학,생명과학,하지만 K바이오가 가야 할 길은 아직 멀다.,K-bio still has a long way to go.
0264070293,기초과학,생명과학,글로벌 블록버스터급 신약보다는 바이오시밀러나 위탁 생산으로 수익을 내는 구조다.,It is a system that generates income via consignment or biosimilar production rather than from highly successful new pharmaceuticals on a worldwide scale.
0264070293,기초과학,생명과학,우리보다 기술력이 한 수 아래라고 여겨지는 중국 역시 신약 완제품보다는 바이오시밀러와 위탁 생산 쪽에 주력하고 있다.,"China, which is regarded as having less advanced technology than Korea, is also concentrating on consignment manufacture and biosimilars rather than finished new medications."
0264070293,기초과학,생명과학,국내 제약바이오 기업이 개발한 신약 중에 FDA로부터 허가를 받아 글로벌 시장에 지속적으로 판매되면서 수익을 내고 있는 제품은 사실상 없다.,"There are hardly any new medications created by domestic pharmaceutical and biotech companies that have received FDA approval, are currently being sold on the international market, and are profitable."
0264070293,기초과학,생명과학,식약처에 따르면 2019년 국내 바이오의약품 상위 10개사의 생산 실적은 한국로슈 한 회사로부터 수입한 바이오의약품 금액과 비슷하다.,"The production performance of the top 10 domestic biopharmaceutical businesses in 2019 was comparable to the quantity of biopharmaceuticals imported from Roche Korea, according to the Ministry of Food and Drug Safety."
0264070293,기초과학,생명과학,바이오와 합성의약품을 합친 의약품 생산 규모가 국내 전체 산업의 총생산에서 차지하는 비중은 2019년 1.16%에 그친다.,"In 2019, just 1.16% of the total production of the domestic industry was comprised of pharmaceutical production, which includes both bio and synthetic medications."
0264070293,기초과학,생명과학,"의약품 생산을 자동차, 반도체, 석유화학 등 제조업에 넣어 판단해도 4.59%에 불과하다.","Even if we include the creation of pharmaceuticals in industries like petrochemicals, electronics, and automobiles, it only accounts for 4.59%."
0264070293,기초과학,생명과학,"결국 K바이오가 선진국 수준에 도달하려면 장기간의 R&D와 자금 투자, 정부의 정책 지원 등이 갖춰져야 한다.","In the end, long-term R&D, monetary investment, and government policy backing are required for K-bio to catch up to advanced nations."
0264070293,기초과학,생명과학,이러한 점을 감안하면 정부가 바이오 관련 규제들을 하루속히 산업 친화적으로 바꾸는 것이 중요하다.,"Given this, it is crucial that the government alter bio-related rules as quickly as possible to make them industry-friendly."
0264070293,기초과학,생명과학,서정선 한국바이오협회장은 “바이오산업에서는 운동을 예로 들자면 올림픽 메달을 위해 태릉선수촌에 선수들을 모아두고 정형화된 방식으로 운영해서는 성과를 내기 힘들다”고 지적했다.,"Seo Jeong-sun, president of the Korea Biotechnology Industry Organization, pointed out, ""In the bio industry, taking athletics as an example, it is impossible to obtain results by assembling athletes in the Taereung Training Center for Olympic medals and operating it in a systematic method.”."
0264070293,기초과학,생명과학,서정진 셀트리온 회장은 “바이오가 우리나라의 신성장동력이 되려면 내수시장의 한계를 벗어나야 하는데 정부 규제로 개발하려는 시도가 힘들고 인허가가 늦어져 해외 출시가 지연된다면 바이오 발전은 의미를 잃을 수 있다”고 말했다.,"Celltrion Chairman Seo Jeong-jin said, ""To become a new growth engine for Korea, bio development can lose relevance if it is difficult to develop due to government rules and delayed licensing.”."
0264070293,기초과학,생명과학,그는 또 “바이오 성공에 대한 조급증도 극복해야 할 과제”라며 “바이오는 철저히 확률 비즈니스인 만큼 초기 벤처는 장시간 인큐베이팅을 통해 자리를 잡을 수 있도록 기다려줄 수 있어야 한다”고 강조했다.,"He also emphasized, “It is a challenge to overcome the impatience of bio success.” Adding, ""As bio is a thoroughly probabilistic industry, early businesses should be able to wait for them to settle down through a long period of incubation.”."
0264070293,기초과학,생명과학,"즉 유전자 및 세포 치료제는 이제 막 의약품 출시가 본격화할 것으로 예상되고 있고, 고령자 증가에 따른 의료비 상승에 대비해 유전체 진단을 통한 예방의학도 최근 중시되고 있다.","In other words, gene and cell therapy are expected to begin in earnest right now, and recent emphasis has been placed on preventative medicine through genome diagnostics in order to prepare for a rise in medical costs due to an increase in the senior population."
0264070293,기초과학,생명과학,서정선 바이오협회장은 개인들의 유전자 빅데이터를 확보하기 위해 북한을 포함한 한반도 1000만 명 게놈 프로젝트를 추진하겠다고 밝히기도 했다.,"The 10 million genome project would be promoted across the Korean Peninsula, including North Korea, according to Seo Jeong-seon, president of the Biotechnology Industry Organization, in order to protect individual big data."
0264070293,기초과학,생명과학,"일각에서는 우리나라가 가진 IT 기술력을 살려 데이터 통합, 맞춤 진료, 온라인 배송 등 4차산업과 융합한 스마트 헬스케어로 발전해가야 한다고 주장한다.","Some contend that by employing Korea's IT technology, our nation should develop into smart healthcare converging with a fourth industry, including data integration, tailored treatment, and online delivery."
0264070293,기초과학,생명과학,"해당 분야에 10조 원을 투자해 맞춤형 정밀 진료에 필요한 의료 빅데이터 확보, 재택 가능한 진료기기, AI 장비 개발 등에 나서기로 했다.","They made the decision to invest 10 trillion won in this area in order to build at-home medical equipment, huge medical data security, and AI equipment."
0264070293,기초과학,생명과학,컨설팅 업체 맥킨지에 따르면 벤처캐피탈과 사모펀드가 중국 바이오벤처에 투자한 금액은 2015년 2억 9900만 달러에서 2018년 22억 8200만 달러로 7배 넘게 증가했다.,"The amount that venture capitalists and private equity firms invested in China bio-ventures surged by more than seven times from $299 million in 2015 to $2.282 billion in 2018, according to consulting firm McKinsey."
0264070293,기초과학,생명과학,중국 기업이 만든 신약이 FDA 시판 허가를 받은 것은 처음이었다.,It was the first time the FDA had authorized the marketing of a novel medication produced by a Chinese manufacturer.
0264070293,기초과학,생명과학,2020년 1월 나스닥에 입성한 아이맵 바이오파마는 상하이에 본사를 둔 면역 항암제 전문 개발 업체다.,"I-MAB Biopharma, a Shanghai-based business that joined the Nasdaq in January 2020, focuses on creating anti-cancer medications."
0264070293,기초과학,생명과학,아이맵 바이오파마는 2020년 9월 세계적인 제약사인 미국 애브비에 19억 4000달러 규모로 항암제 후보물질을 기술수출하기도 했다.,"A world-class pharmaceutical company, AbbVie of the United States, purchased the anticancer drug candidate technology from I-MAB Biopharma in September 2020 for $1.94 billion."
0264070293,기초과학,생명과학,우시 바이오로직스는 3000여 개나 되는 글로벌 제약사들을 CMO 고객사로 두고 있다.,"WuXi Biologics' CMO clientele include over 3000,000 global pharmaceutical companies."
0264070293,기초과학,생명과학,FDA와 EMA으로부터 의약품 생산을 맡길 수 있는 제조 및 품질관리 기준을 중국 기업 최초로 승인받았다.,"For the first time, a Chinese company has received FDA and EMA approval for manufacturing and quality control standards for the production of pharmaceuticals."
0264070293,기초과학,생명과학,중국 정부는 2000년대 들어 노동비용이 증가하고 고령화로 의약품 수요가 늘자 고부가가치 산업 육성에 나섰는데 바이오가 그에 딱 맞는 분야였다.,The Chinese government began to support high value-added companies in the 2000s as labor costs rose and the need for pharmaceuticals grew as a result of an aging population; biotechnology was the ideal sector.
0264070293,기초과학,생명과학,"한국에서 금지된 원격의료가 중국에서는 2013년부터 시행되고 있고, DTC 유전자 검사 역시 우리와 달리 항목 제한 없이 가능하다.","Since 2013, China has adopted telemedicine, which is prohibited in Korea. DTC genetic testing is also possible without restrictions in China, unlike in Korea."
0264070293,기초과학,생명과학,특히 의약품을 신속히 개발할 수 있도록 임상시험 심사 기간을 60일 이내로 단축했다.,"For fast drug development, the clinical trial evaluation period has been cut down to fewer than 60 days."
0264070293,기초과학,생명과학,맥킨지에 따르면 글로벌 시장에서 신약을 출시한 뒤 중국에서 판매되는 시간 격차도 줄어들고 있다.,"The interval between a new drug's release on the international market and its sale in China is likewise getting shorter, claims McKinsey."
0264070293,기초과학,생명과학,2016년 평균 8.4년이었던 것이 2019년 들어 4.6년으로 감소했다.,From an average of 8.4 years in 2016 to 4.6 years in 2019.
0264070293,기초과학,생명과학,"중국 정부는 2015년 바이오의약, 정보통신, 우주항공 등을 10대 산업으로 정해 2025년까지 글로벌 최고 수준으로 끌어올린다는 ‘중국 제조 2025’를 발표했다.","The Chinese government unveiled ‘Made in China 2025’ in 2015, a plan that named the industries of aerospace, information and communications technology, and biopharmaceuticals as three of the top 10 industries to advance to the world’s highest level by 2025."
0264070293,기초과학,생명과학,우수 인재 양성을 위해 바이오 등 전략산업에서 1000명의 해외 인재를 유치한다는 ‘천인계획’도 그 일환이다.,"It is also a component of the ‘Thousand Talents Plan,’ which aims to cultivate excellent talent by attracting 1000,000 overseas talent in vital industries like biotechnology."
0264070293,기초과학,생명과학,"여기에다 중국 전역에 법인이나 지사, 연구소 등 각종 형태로 진출해 있는 외국 제약바이오 기업 숫자는 300여 개에 달한다.","There are roughly 300 international pharmaceutical and biopharmaceutical businesses working in China in various capacities, including corporations, branches, and research institutions."
0264070293,기초과학,생명과학,우리나라에 외국계 제약사의 R&D센터가 하나도 없는 것과 비교된다.,"Comparatively, there is an absence of an R&D facility for international pharmaceutical corporations in Korea."
0264070293,기초과학,생명과학,이곳에서는 1500여 명의 연구인력이 중국에 특화된 치료제와 글로벌 시장에서 통할 수 있는 신약을 개발 중이다.,"Here, 1,500 researchers are creating novel pharmaceuticals that can be sold worldwide as well as treatments tailored specifically for China."
0264070293,기초과학,생명과학,"MSD도 상하이 사무소와 베이징 연구소, 항저우에 생산 시설 등 중국에 3개 거점을 두고 있다.","MSD also maintains three locations in China: a Shanghai office, a Beijing research center, and a Hangzhou production facility."
0264070293,기초과학,생명과학,"베이징에 있는 R&D센터는 신약 후보물질 발굴, 다국가 리서치, 임상 개발 등에 600명의 연구 인력이 활동 중이다.","There are 600 researchers working at the Beijing R&D Center on multi-national research, clinical development, and the discovery of new medication candidates."
0264070293,기초과학,생명과학,2019년 11월 미국 암젠은 중국 바이오 업체 베이진에 27억 달러를 투자해 20.5% 지분을 얻는 계약을 맺었다.,"Amgen, a U.S. company, agreed to pay $2.7 billion in November 2019 to purchase a 20.5% share in the Chinese biotech firm BeiGene."
0264070293,기초과학,생명과학,아스트라제네카는 오픈 이노베이션을 위해 2019년 11월 중국 바이오 의료 관련 스타트업에 투자하려고 10억 달러 규모의 펀드를 조성했다.,"In pursuit of open innovation, AstraZeneca established a $10 billion fund to invest in China-based biomedical care firms in November 2019."
0264070293,기초과학,생명과학,"로슈 역시 상하이에 이노베이션센터를 두고 항체, B형 간염, 자가면역 분야에서 오픈 이노베이션을 확대하고 있다.","Furthering open innovation in the areas of antibodies, hepatitis B, and auto-immunization, Roche also has an innovation hub in Shanghai."
0264070293,기초과학,생명과학,"이광혁 SK바이오팜 차이나 대표는 “중국 내 글로벌 제약사들은 후보물질 발굴 등 앞 단계 연구를 줄이고, 현지 바이오텍이 찾아낸 물질을 받아 개발에 주력하는 식으로 분업화가 이뤄지고 있다”고 설명했다.","""Global pharmaceutical corporations in China are minimizing their past research, such as discovering candidate compounds, and focusing on development by receiving substances discovered by local biotech companies,"" said Lee Kwang-hyeok, CEO of SK Biopharmaceuticals China."
0264070293,기초과학,생명과학,의료 및 제약바이오업계의 숙원은 완벽한 암 치료법을 찾는 데 있다고 해도 과언이 아니다.,"Finding the ideal cancer treatment is, without a doubt, the goal of the medical and biopharmaceutical industries."
0264070293,기초과학,생명과학,항암제가 현재 다양한 질병 치료제 가운데 가장 많이 개발 시도가 이뤄지고 있는 분야인 것도 이 때문이다.,"This is the main reason why, out of all the different diseases, anticancer drugs are currently being developed the most."
0264070293,기초과학,생명과학,실제 2019년 세계 10대 매출액을 기록한 블록버스터 치료제 가운데 5개가 항암제일 정도로 암 정복은 전 세계적으로 가장 뜨거운 과제다.,"In fact, 5 of the top 10 selling pharmaceuticals worldwide in 2019 were anticancer drugs, proving that curing cancer is the most urgent global need."
0264070293,기초과학,생명과학,글로벌 시장조사 기관인 이밸류에이트파마에 따르면 전 세계 항암제 매출 규모는 2018년 1240억 달러에서 2026년 3112억 달러로 지속적인 1위가 예상되고 있다.,"The global sales of anticancer drugs are anticipated to remain at the top, rising from $1240 billion in 2018 to $311.2 billion in 2026, according to Evaluate Pharma, a global market research firm."
0264070293,기초과학,생명과학,같은 기간 항암제의 연평균 매출 성장률은 11.5%에 달할 전망이다.,Anticancer medicine sales growth is anticipated to reach 11.5% over the same time period.
0264070293,기초과학,생명과학,특히 미국 FDA가 승인한 임상시험 후보물질 가운데 항암제는 전체의 약 30%를 차지한다.,Anticancer medications make up around 30% of all clinical trial candidates that have been authorized by the United States Food and Drug Administration.
0264070293,기초과학,생명과학,암 치료 분야에서는 환부를 떼어내는 수술요법 개발과 함께 복잡한 전이에 따른 암세포 확산을 억제하는 방법을 찾는 연구가 활발하다.,"Along with the development of surgical treatments to remove the damaged part, research is ongoing in the field of cancer treatment to find strategies to stop the spread of cancerous cells caused by complicated metastasis."
0264070293,기초과학,생명과학,또한 항암제가 암세포는 물론이고 정상 세포까지 공격해 전체적으로 몸의 면역력을 낮추고 부작용을 일으키는 것을 막는 데 중점을 두고 있다.,Anticancer medications target both malignant and healthy cells in an effort to reduce adverse effects and the body's resistance to infection.
0264070293,기초과학,생명과학,인류는 좀 더 나은 항암제를 갖기 위해 다양한 방법을 써가며 오랫동안 치료제 개발에 공을 들여왔다.,"For a long time, people have been trying hard to create therapies utilizing a variety of techniques to create better anticancer medications."
0264070293,기초과학,생명과학,본격적인 항암제 개발의 단초는 제2차 세계대전으로 거슬러 올라간다.,World War II marked the beginning of the full-scale development of anticancer medications.
0264070293,기초과학,생명과학,"화학전에 대비해 배에 실려 있던 화합물이 새어 나오면서 이에 접촉했거나 냄새를 맡은 병사들은 작열감과 수포, 실명을 겪었고, 치료를 받는 과정에서 생명을 잃었다.","The compounds on board the ship poured out, and soldiers who came into contact with or even smelled it experienced a burning sensation, blisters, blindness, and died while undergoing treatment."
0264070293,기초과학,생명과학,독가스가 위험하기는 하지만 여기에 노출되면 암의 일종인 림프종이 크게 줄어든다는 사실이었다.,"Although the poison gas is harmful, exposure to it has been shown to greatly reduce lymphoma, a type of cancer."
0264070293,기초과학,생명과학,"의사들은 쥐를 대상으로 한 임상시험을 통해 이를 재확인했고, 이후 림프종을 앓고 있던 환자들에게 이 화학물질을 투여해 종양의 크기를 줄일 수 있었다.","Doctors confirmed this in clinical trials with mice before administering the chemical to lymphoma patients, who were able to shrink their tumors."
0264070293,기초과학,생명과학,수술과 방사선만을 암 치료법으로 간주하던 당시 의학계에서는 이때부터 치료에 도움을 줄 수 있는 화학 약물 연구에 본격적으로 착수했다.,"When only surgery and radiation were viewed as cancer treatments at the time, the medical community began studying chemical compounds that could aid in therapy."
0264070293,기초과학,생명과학,이렇게 시작된 ‘화학 항암제’는 1990년대 중반까지 1세대 항암제로 불리며 개발의 주류가 됐다.,"Chemical anticancer drugs developed in this manner were known as first-generation anticancer drugs, and they dominated development until the mid-1990s."
0264070293,기초과학,생명과학,화학 항암제는 세포분열이 왕성한 암세포를 공격하기 위해 이를 억제하는 독성 물질을 주사한다.,"To assault cancer cells, chemical anticancer treatments inject poisonous compounds that limit cell division."
0264070293,기초과학,생명과학,주변의 멀쩡한 세포 부위까지 침범해 건강했던 다른 장기의 작동을 막는다는 것이다.,It infiltrates surrounding healthy cells and disrupts the function of other healthy organs.
0264070293,기초과학,생명과학,"화학 항암제를 투약한 환자들은 심한 구토와 위장 장애, 탈모 등 큰 불편을 겪게 된다.","Chemical chemotherapy patients experience severe vomiting, gastrointestinal problems, and hair loss."
0264070293,기초과학,생명과학,탈모 발생은 항암제가 머리카락 등 계속해서 자라나는 세포마저 무차별적으로 공격하기 때문이다.,"Hair loss occurs because anticancer drugs attack all cells that continue to grow, such as hair."
0264070293,기초과학,생명과학,이러한 부작용을 없애고자 1990년대 말부터 등장한 것이 2세대 항암제인 ‘표적 항암제’다.,"Since the late 1990s, a second-generation anticancer medicine known as a targeted anticancer drug has become available to eliminate these side effects."
0264070293,기초과학,생명과학,이것은 말 그대로 목표한 암세포만을 정밀 타깃해 주변의 정상 조직을 침범했던 화학 항암제의 부작용을 최소화한 약이다.,This is a medicine that specifically targets cancer cells while minimizing the negative effects of chemical anticancer drugs that penetrated adjacent normal tissues.
0264070293,기초과학,생명과학,하지만 표적 항암제는 심각한 전이가 이미 발생한 상태에서는 효과가 떨어진다.,"When extensive metastases have already occurred, targeted anticancer treatments are less effective."
0264070293,기초과학,생명과학,"무엇보다 특정한 암에 치료제가 정확히 맞아야 환자에게 쓸 수 있고, 항암제 투여 후 일정 기간이 지나면 내성이 생겨 치료제의 효과가 잘 나타나지 않는 단점도 있다.","Above all, it can only be used for patients if the therapy is precisely correct for a particular cancer, and resistance develops after a certain amount of time has passed since the anticancer medicine was administered and the treatment's effects do not seem to be working."
0264070293,기초과학,생명과학,환자의 면역력을 키워 암과 싸울 수 있는 힘을 높여준다는 아이디어에서 출발했다.,The initial plan was to boost the patient's immunity in order to improve their capacity to fight cancer.
0264070293,기초과학,생명과학,2018년 노벨 생리의학상을 공동 수상한 혼조 다스쿠 일본 교토대 교수와 제임스 앨리슨 미국 텍사스대 엠디앤더슨 암센터 교수의 연구 분야가 면역 항암제다.,"Professor James Allison of the University of Texas MD Anderson Cancer Center in the United States and Professor Honjo Tasuku of Kyoto University in Japan, who shared the 2018 Nobel Prize in Physiology or Medicine, both conduct research in the subject of immuno-oncology."
0264070293,기초과학,생명과학,혼조 교수가 면역세포에서 발견한 핵심 물질 ‘PD-1’은 이후 면역 항암제를 개발하는 단초가 됐다.,Professor Honjo's discovery of the critical compound PD-1 in immune cells served as the impetus for the creation of immunological anticancer medications.
0264070293,기초과학,생명과학,"암세포에서는 ‘PD-L1’이라는 단백질이 발현되고, 그 반대편 면역세포에서는 PD-1이나 ‘CTLA-4’가 생성되는데 양측의 물질이 결합하게 되면 면역세포가 암세포를 인식하지 못하게 된다.","A protein known as PD-L1 is expressed in cancer cells, and PD-1 or CTLA-4 is created on the immune cells' other side."
0264070293,기초과학,생명과학,"따라서 PD-L1과 PD-1, 혹은 PD-L1과 CTLA-4 간의 결합을 차단하는 방식, 일명 ‘면역 관문 억제’를 통해 결과적으로 T세포가 암세포를 정확히 인식함으로써 암을 강력하게 억제할 수 있게 하는 원리다.",T cells can therefore precisely identify cancer cells and effectively fight malignancy by using a technique known as immune checkpoint suppression that prevents the binding of PD-L1 to PD-1 or CTLA-4.
0264070293,기초과학,생명과학,즉 면역 관문 억제는 면역세포가 암세포를 인지하지 못하는 이유가 두 세포 간 결합에 있다고 보고 이를 막아 면역체계의 활동을 정상화시키는 것이다.,"In other words, immune cells fail to recognize cancer cells because immune checkpoint suppression leads them to assume that the connection between the two cells prevents this and restores immune system function to normal."
0264070293,기초과학,생명과학,출시된 주요 면역 항암제들은 면역 관문 억제를 하는 구체적인 부위는 각각 다르지만 면역 관문 억제제로서 작동 방식은 동일하다.,"The key immunological anticancer medicines have distinct sites specifically where they inhibit immune checkpoints, but they all function as immune checkpoint inhibitors in the same way."
0264070293,기초과학,생명과학,노벨상 수상자인 앨리슨 교수는 “암세포는 체내 면역체계로부터 공격당하지 않도록 하는 특별한 능력을 갖고 있는데 이를 해제하는 것이 핵심”이라며 면역 항암제 원리 중 하나인 면역 관문 억제를 설명했다.,"One of the guiding principles of anti-cancer medications, immunological checkpoint inhibition, was described by Nobel Prize winner Professor Allison as follows: ""Cancerous cells have a specific ability to block attacks from the body's immune system, and releasing this is the key.""."
0264070293,기초과학,생명과학,이 밖에 암세포가 보유한 종양에 특이한 반응을 일으키는 항원을 암 환자에 투여해 면역 기능을 높여 암세포를 공격하는 ‘항암 백신’이나 아예 체내에 면역세포를 변형해 주입하는 면역세포 치료제 등도 면역 항암제에 포함된다.,"Immuno-oncology medications also include anti-cancer vaccines that boost immune response by giving cancer patients antigens that specifically stimulate a reaction to tumors containing cancer cells or immune cell therapy, which alters and administers immune cells into the body."
0264070293,기초과학,생명과학,면역 항암제는 우리 몸의 면역체계를 이용하기 때문에 기존 항암제에 비해 독성이나 내성 발생이 적다.,"Because they work with the body's immune system, immuno-oncology treatments are less harmful or resistant than current anticancer medications."
0264070293,기초과학,생명과학,면역 기능을 높여 정상 세포까지 공격하는 부작용이 훨씬 덜하기 때문에 안전성도 뛰어나다.,"Because it has significantly fewer adverse effects that boost immune function and assault healthy cells, it is extremely safe."
0264070293,기초과학,생명과학,면역 항암제와 함께 최근엔 ‘대사 항암제’가 4세대 항암제로 부상하고 있다.,"In addition to immune anticancer medications, metabolic anticancer drugs have recently emerged as fourth-generation anticancer drugs."
0264070293,기초과학,생명과학,이는 암세포의 영양소 대사 작용에 관여해 암세포에 공급되던 에너지의 공급을 멈춤으로써 암세포를 굶겨 죽이는 것이다.,This involves taking part in the metabolism of nutrients in cancer cells in order to starve malignant cells by cutting off their supply of energy.
0264070293,기초과학,생명과학,즉 몸속에 있는 암세포가 성장하고 생존하는 데 필요한 에너지원을 차단함으로써 암세포의 소멸을 유도하는 방식이다.,"It is a technique that, in other words, causes the eradication of malignant cells by obstructing the energy source required for the survival and proliferation of cancer cells in the body."
0264070293,기초과학,생명과학,"암세포는 와버그 효과에 따라 주로 무산소 대사를 하게 되고, 이를 통해 일반 세포에 비해 젖산이 분해되지 않은 채 많이 분비된다.","According to the Warburg effect, cancerous cells primarily undertake anaerobic metabolism, and as a result, lactic acid is produced without decomposing as opposed to normal cells."
0264070293,기초과학,생명과학,암세포에 축적된 젖산은 세포 활동을 떨어뜨릴 뿐만 아니라 암세포에서 넘쳐나온 젖산이 다른 세포로 흘러들어가 전이를 일으키기도 한다.,"In addition to decreasing cell function, lactic acid buildup in malignant cells can lead to metastasis, which is the spread of the disease to other cells."
0264070293,기초과학,생명과학,젖산은 암세포 표면에 ‘MCT’라고 불리는 작은 통로를 통해 들어가고 나가는 것을 반복하는데 일부 대사 항암제는 MCT를 막아 암세포 내에 축적된 젖산의 에너지 대사를 방해함으로써 암세포 활동을 소멸시킨다.,"Lactic acid enters and exits the cancer cell's surface through a small passage known as MCT, and some metabolic anticancer medications block MCT and disturb the energy metabolism of lactic acid stored in the cancer cell, damaging cancer cell activity."
0264070293,기초과학,생명과학,이 항암제는 3BP를 MCT라는 통로를 통해 집어넣어 암세포 안의 효소들과 결합시킴으로써 대사 기능을 망가뜨리도록 하는 원리다.,This anticancer medicine works by injecting 3BP through the MCT pathway and binding it with enzymes in malignant cells to inhibit metabolic function.
0264070293,기초과학,생명과학,그는 “학계에서는 그동안 3BP가 독성이 강한 물질이라 인체에 쓸 수 없다고 여겨왔지만 독성 발현을 막고 대사 효소에 작용할 수 있게 하는 기전을 개발해냈다”고 덧붙였다.,"He continued, ""Up until now, the academic community has regarded 3BP as hazardous and hence should not be used in the human body, but we have devised a mechanism that prevents the expression of toxicity and permits it to function on metabolic enzymes.""."
0264070293,기초과학,생명과학,대사 항암제의 단점으로는 암세포의 대사 작용을 억제하려고 해도 암세포가 다른 방식으로 대사를 전개하면서 전이를 계속할 경우 따라잡기가 쉽지 않다는 것이다.,"The drawback of metabolic anticancer medications is that even if they work to slow down cancer cells' metabolism, it can be challenging to catch up if the cancer cells continue to spread while metabolizing in other ways."
0264070293,기초과학,생명과학,이로 인해 암세포의 복잡한 대사 과정을 밝힐 수 있는 연구부터 선행되어야 한다는 지적도 있다.,It is also made clear for this reason that studies that can shed light on the intricate metabolic process of malignant cells should come first.
0264070293,기초과학,생명과학,이러한 단점을 극복하기 위해 향후 5세대 항암제는 유전자분석 기법을 도입하게 되리라는 예측이 많다.,There are numerous predictions that fifth-generation anticancer medications may incorporate genetic analysis methods in the future in order to address these drawbacks.
0264070293,기초과학,생명과학,암세포의 변이를 일으킬 만한 유전자를 찾아내 미리 제거하는 방식이다.,"It is a technique to identify and eliminate the gene that can, in advance, cause malignant cells to mutate."
0264070293,기초과학,생명과학,최근에 논란 중인 유전자 가위 기술을 적용해 암 유발 유전자를 교정 및 치유하는 방식을 병용함으로써 인류를 암으로부터 궁극적으로 구할 수 있는 것이다.,Combining the approach of modifying and curing cancer-causing genes by using the recently contentious genetic scissors technology may finally save mankind from cancer.
